Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
Goldsmith Ventures VC firm,UK,$800k to $1.2M,3. Early Revenue 4. Scaling,"We invest in FinTech, PropTech and InsurTech UK companies.",team@goldsmith.com
Collider Ventures VC firm,USA Israel +4,$50k to $1M,1. Idea or Patent 2. Prototype +1,We invest and partner with determined entrepreneurs in their long-term quest of disrupting industries. Focus on...,info@collider.com
Monks Hill Ventures VC firm,Singapore Malaysia +4,$3M to $10M,3. Early Revenue 4. Scaling +1,"We invest in early-stage tech companies, primarily pre-Series A and Series A, across Southeast...",team@monkshill.com
Z2Sixty Ventures VC firm,USA,$100k to $500k,1. Idea or Patent 2. Prototype +1,We invest in mission-driven founders and teams with world-changing ideas that are making a positive impact on society. ...,z2sixty@gmail.com
YYM Ventures Family office,Israel,$200k to $2M,2. Prototype 3. Early Revenue,We invest in early-stage cybersecurity startups,yym@gmail.com
Domo Invest VC firm,Brazil,$100k to $1M,1. Idea or Patent 2. Prototype +2,We invest in early-stage tech startups that favor digital transformation in corporations and startups that will win...,hello@domoinvest.com
Swanlaab Venture Facto... VC firm,Spain,$500k to $3M,3. Early Revenue 4. Scaling,We invest in Software Enterprise (B2B) with a strong innovation in technology. Lead investors in late-seed and early...,info@swanlaabventurefacto.com
Full Turn Capital VC firm,Austria Belgium +38,$150k to $300k,1. Idea or Patent 2. Prototype +2,"We invest in founders with grit, timely and differentiated business models and a path to both financial scaling and...",contact@fullturn.com
Walter Ventures VC firm,Germany France +12,$500k to $5M,3. Early Revenue 4. Scaling +1,Empowering visionary founders in enterprise SaaS to sustainably transform established industries....,team@walter.com
Metaplanet VC firm,USA UK +2,$500k to $3M,4. Scaling 3. Early Revenue,We invest in novel and evidence based innovation that could produce an outsized return for the benefit of humankind....,metaplanet@hotmail.com
SFINE - Société de F... Angel network,France,$25k to $100k,1. Idea or Patent 2. Prototype +1,"We invest in early-stage French startups with a focus on healthcare, deep learning, and...",invest@sfinesociétédef.com
Rockman Law Solo angel,USA UK,$1k to $5k,2. Prototype 3. Early Revenue +1,"I invest in B2B software companies, including vertical SaaS, fintech, AI/ML, dev tools, enterprise software, deeptech...",rockman@law.com
Kartik Jain Solo angel,India,$1k to $200k,2. Prototype 3. Early Revenue,I invest in early B2B SaaS including Enterprise cos and new emerging technology plays like AI/XR. Industry...,kartik@jain.com
Dmitry Korsunsky Solo angel,USA,$10k to $200k,3. Early Revenue 4. Scaling,"I invest in business automation that I understand.
Proven sustainable business model that is ready for...",dmitry@korsunsky.com
Panache Ventures VC firm,Canada USA,$250k to $500k,1. Idea or Patent 2. Prototype +1,We invest in pre-seed and seed Canadian founders,contact@panache.com
Zen Ventures Startup studio,USA,$10k to $100k,1. Idea or Patent 2. Prototype +4,"Category Agnostic, but we're into:
- IP & DATA
- HYBRIDS
- BREAKTHROUGHS 
- EMERGING TRENDS
- NO BRAINERS
- No Code
-...",invest@zenstartupstudio.com
Blue Wire Capital VC firm,Canada USA +26,$300k to $1M,1. Idea or Patent 2. Prototype +2,We invest in pre-seed and seed rounds. We are sector-agnostic and our cheque size is between $350k and...,invest@bluewire.com
RTP Global VC firm,USA,$1M to $15M,3. Early Revenue 4. Scaling,"We invest in Early-Stage AI/ML, Vertical Software, Developer Tools / Infra, Cybersecurity, and FinTech and all other...",invest@rtpglobal.com
Blockrocket VC firm,Germany Austria +13,$100k to $500k,2. Prototype 1. Idea or Patent +1,We invest in early-stage blockchain startups.,contact@blockrocket.com
Compass Ventures VC firm,UK France +2,$5M to $5M,3. Early Revenue 4. Scaling +2,We invest in Cleantech / ClimateTech / Sustainability from Series A/B to Growth,compass@hotmail.com
First Bridge Ventures VC firm,France UK +7,$3M to $15M,4. Scaling 5. Growth +1,"We invest in European Startups from Series B to Pre-IPO, sectors we like: Fintech, logistics, new media, blockchain...",firstbridge@hotmail.com
SuperSeed VC firm,UK France +6,$500k to $2M,2. Prototype 3. Early Revenue,"We invest in UK-based B2B startups working on business automation (enterprise software / SaaS, Industry 4.0 / deep...",info@superseed.com
Emil Capital VC firm,USA Canada +1,$500k to $10M,5. Growth 4. Scaling +1,We invest in emerging growth consumer brands,invest@emil.com
Best Nights VC Corporate VC,Nigeria South Africa +38,$300k to $1M,2. Prototype 3. Early Revenue +1,We invest in ConsumerTech companies reshaping social interactions. We look globally from Pre-Seed to Series A...,hello@bestnightsvccorporatevc.com
Black Pearls VC VC firm,Denmark Estonia +7,$100k to $1M,1. Idea or Patent 2. Prototype +2,We invest in defensible technology companies from Northern and Central Europe. We are an early-stage fund and can...,team@blackpearlsvc.com
TVC The Venture Collec... VC firm,USA UK +1,$100k to $750k,1. Idea or Patent 2. Prototype +1,"We invest in defensible, purpose-driven companies within our key thematic areas of interest: world preservation, human...",hello@tvctheventurecollec.com
Strike Ventures VC firm,USA,$250k to $1M,5. Growth,"We invest in software and software-enabled businesses which are scalable either nationally or globally, with proven...",info@strike.com
Boot Ventures Startup studio,Belgium,$25k to $200k,3. Early Revenue 2. Prototype,We invest in Belgium-based startups. We are a startup studio and seed stage venture capital company based in Brussels...,team@bootstartupstudio.com
USVP US Venture Partne... VC firm,USA Israel,$5M to $10M,3. Early Revenue,"We invest in SaaS, Cloud, Cybersecurity, e-Commerce, Health and Healthcare IT
More details...",usvpusventurepartne@hotmail.com
Chicago Ventures VC firm,USA Canada,$500k to $2.5M,2. Prototype 3. Early Revenue +1,"We invest in overlooked teams. We believe enduring companies can be built anywhere, by anyone. We lead seed rounds...",invest@chicago.com
Living On The Edge VC firm,Argentina Chile +5,$25k to $200k,3. Early Revenue,"We invest in Startups with at least one Latino founder, building software anywhere in the...",team@livingontheedge.com
Moshe David Solo angel,USA UK +1,$1k to $100k,2. Prototype 3. Early Revenue +1,"I invest in Early stage killer teams. Interests include SaaS, ML, AI, DEFI,...",moshe@david.com
Kubera Venture Capital VC firm,USA,$100k to $1M,2. Prototype 3. Early Revenue,We invest in enterprise software companies digitizing traditional industries,info@kuberaventure.com
Rebel One Angel network,USA,$50k to $750k,2. Prototype 3. Early Revenue +2,We invest in pre-seed and seed stage startups based out of the U.S. that are focused on accelerating founders building...,hello@rebelone.com
Angels Bay Invest Angel network,France,$70k to $150k,2. Prototype 3. Early Revenue +1,"We invest in young innovative French start-ups with an international ambition. We are looking for companies, mainly in...",info@angelsbayinvest.com
Venture Studio from Cr... Corporate VC,UK,$25k to $200k,3. Early Revenue,"We invest in UK-based proptech, geospatial, and plantech startups that can tackle the causes or consequences of...",hello@venturestudiofromcrcorporatevc.com
Evolve Corporate VC,Sweden Norway +1,$115k to $500k,2. Prototype 1. Idea or Patent +3,"We invest in software companies. Partnering up with Evolve means letting go of a bit of your company. But to us, it’s...",invest@evolvecorporatevc.com
Nunatak Capital VC firm,Poland,$200k to $1M,3. Early Revenue 4. Scaling,We invest in data science and artificial intelligence.,info@nunatak.com
Origin Ventures VC firm,USA Canada,$250k to $6M,2. Prototype 3. Early Revenue +2,We invest in software and marketplace businesses catering to the Digital Native...,hello@origin.com
Edoardo Reggiani Solo angel,Italy UK,$1k to $10k,2. Prototype 3. Early Revenue,I invest in founders who have a deep understanding of 'why' a potential customer will pay for their product.  Pre-seed...,edoardo@reggiani.com
"Almabruur Investment Incubator, Accelerator",Nigeria UK +3,$1k to $1M,2. Prototype 3. Early Revenue +1,We accelerate early-revenue and post-revenue Africa-focused impact startups.,info@almabruurinvestmentubatoraccelerator.com
Lyall Ventures Family office,UK,$25k to $150k,3. Early Revenue 4. Scaling,"We invest in AI, tech, early-stage up to before series A. Must have early revenues and version 1.0 of tech. Happy to be...",info@lyall.com
Impact Shakers Venture... VC firm,Austria Belgium +21,$150k to $150k,2. Prototype 3. Early Revenue,"We invest in pre-seed/seed impact startups with diverse founding teams (gender, ethnic, migration, LGBTQ+., disability)...",team@impactshakersventure.com
Evergy Ventures Corporate VC,USA Canada +1,$3M to $5M,3. Early Revenue 4. Scaling +1,We invest in North American companies addressing opportunities in the clean energy value chain and supporting the needs...,invest@evergycorporatevc.com
First Stage Labs VC firm,UAE India +11,$100k to $2M,2. Prototype 3. Early Revenue +1,We invest in web3 companies building products for mass adoption targeting 1M MAU on TON...,hello@firststagelabs.com
Mercury Fund VC firm,USA,$750k to $5M,3. Early Revenue 4. Scaling,We invest in startups that are digitizing the customer journey that are based outside of the West Coast and Northeast....,contact@mercuryfund.com
MFV Partners VC firm,USA Canada,$500k to $3M,2. Prototype 3. Early Revenue,"We invest in Seed through Series A deep tech startups transforming large industries. 

We look for proprietary...",contact@mfvpartners.com
Craig Ready Solo angel,USA Singapore +1,$1k to $100k,1. Idea or Patent 2. Prototype +2,"I invest in early-stage fintech, healthtech/biotech, and wellness companies. I'm open to B2B, B2C, and B2B2C models. ...",craig@ready.com
Ritesh Lalwani Solo angel,India UAE,$1k to $50k,3. Early Revenue 4. Scaling,"I invest in businesses with a practical business plan, demonstrated PMF and solid founder / founding team. I am sector...",ritesh@lalwani.com
Phase Two Ventures VC firm,USA,$100k to $500k,1. Idea or Patent 2. Prototype,We invest in life science tools and platforms. Geographically we are in San Diego and open opportunities primarily in...,info@phasetwo.com
Mehmet Talas Solo angel,France,$10k to $50k,3. Early Revenue,I invest in SaaS B2B / AI / Data with strong team and early revenue.,mehmet@talas.com
Bowery Capital VC firm,USA Canada,$750k to $2M,2. Prototype 3. Early Revenue +1,We invest in seed-stage B2B SaaS and B2B marketplace companies looking to modernize business through...,hello@bowery.com
The 81 Collection VC firm,USA,$200k to $1M,1. Idea or Patent 2. Prototype +2,"We invest in the 81% of the US GDP that is starved for innovation and entrepreneurs transforming boring trades, hard...",contact@the81collection.com
ROCH Ventures VC firm,France Spain +8,$1M to $10M,3. Early Revenue 4. Scaling,"We invest in Travel & Tourism Tech startups in Europe & Israel at Seed & Series A stage.  
We believe that Travel &...",contact@roch.com
York IE VC firm,USA,$500k to $2M,4. Scaling,"We invest in:
- Startups with at least $500k ARR
- Business to Business (B2B) and scalable subscription-based revenue...",invest@yorkie.com
JT ventures Family office,India,$50k to $250k,3. Early Revenue,We invest in Disruptive innovation,contact@jt.com
Force Over Mass VC firm,UK,$50k to $5M,1. Idea or Patent 2. Prototype +3,"We invest in technology-enabled B2B and B2B2C businesses within the Fintech, SaaS, Ai and Deeptech...",hello@forceovermass.com
Cleo Capital VC firm,USA,$500k to $1M,1. Idea or Patent 2. Prototype +1,We invest in US-domiciled companies at Pre-Seed and write $500K-1M checks. We are happy to look at any company but we...,info@cleo.com
Goose Valley Ventures VC firm,Sweden Norway +3,$100k to $1M,1. Idea or Patent 2. Prototype +1,We invest in early-stage FinTech and Impact startups,team@goosevalley.com
First Wellington Secur... VC firm,Canada USA,$1M to $50M,6. Pre-IPO 5. Growth +2,We invest in founders and entrepreneurs looking to grow their business or provide succession planning. ...,info@firstwellingtonsecur.com
Shadow Ventures VC firm,USA Canada,$250k to $1.5M,3. Early Revenue 4. Scaling +1,"We invest in prop tech, design tech, and construction tech seed-stage startups with defensible...",hello@shadow.com
Capital V VC firm,Netherlands USA +8,$10k to $100k,2. Prototype 3. Early Revenue +1,We invest in companies that are removing as many animals from production as possible by creating alternatives to animal...,v@gmail.com
Palindrome Capital Family office,Australia Austria +42,$100k to $20M,3. Early Revenue 4. Scaling +2,"We invest in post-revenue technology startups. 
Sector agnostic but a sweet-spot for B2B & Saas models.
Geography...",hello@palindrome.com
Voima Ventures VC firm,Finland Sweden +5,$300k to $1M,2. Prototype 3. Early Revenue +2,We invest in startups with strong deep tech and scientific background in the Nordics and...,hello@voima.com
Zaid Naima Solo angel,USA,$5k to $10k,1. Idea or Patent 2. Prototype +4,I invest in biotech and healthcare-focused solutions to improve patient care and early...,zaid@naima.com
AgriBoom Ventures VC firm,Czech Republic Germany +22,$10k to $4M,1. Idea or Patent 2. Prototype +3,"We invest is agriculture, our secondary verticals are gardening, agricultural biotechnology, agrochemicals, biowaste...",agriboom@gmail.com
